artist_id;genre;last_updated
7cRC0qmeIeSyUzXZjY0Mid;argentine metal;2022-01-26 05:45:11.402494
7czgdE1A5cjIIp5J4qtANj;argentine punk;2022-01-26 05:45:51.867692
7d1kmnhwauydKmuAvjgQrH;argentine telepop;2022-01-26 05:46:08.722384
7d1kmnhwauydKmuAvjgQrH;cumbia paraguaya;2022-01-26 05:46:08.722384
7d1kmnhwauydKmuAvjgQrH;cumbia pop;2022-01-26 05:46:08.722384
7d38r99lwUTBD0yWufd5BH;indie folk argentino;2022-01-26 05:46:24.144337
7dAfBnC7ILLBR3eIWocI9c;rap underground argentino;2022-01-26 05:46:43.610535
7dD5RBVLpBwoMVOliAAnYn;argentine indie;2022-01-26 05:46:47.982907
7dHCV7pQjkHEah0QKFJ4mR;post-punk argentina;2022-01-26 05:46:58.639394
7dXROAMPy5Behr3N0MTNjR;folklore cuyano;2022-01-26 05:47:15.808059
7dsugSamBB7enWE2IrlbFg;bandoneon;2022-01-26 06:09:56.371115
7dsugSamBB7enWE2IrlbFg;latin classical;2022-01-26 06:09:56.371115
7dsugSamBB7enWE2IrlbFg;nuevo tango;2022-01-26 06:09:56.371115
7dsugSamBB7enWE2IrlbFg;tango;2022-01-26 06:09:56.371115
7dtC84FkhalFSKToofOdOv;argentine telepop;2022-01-26 06:10:24.477545
7e3Y09KPFBjqyMICWFdyeZ;nuevo folklore argentino;2022-01-26 06:10:57.502273
7eV2pZ8fjlqlRZsKQxxVpE;indie cordoba;2022-01-26 06:11:08.814584
7efsaKgGf6hl8oOgLpJDO3;folklore argentino;2022-01-26 06:11:36.590418
7ejyCwT1b7MIwHVCVO8HjX;argentine indie;2022-01-26 06:12:01.846552
7ejyCwT1b7MIwHVCVO8HjX;r&b argentino;2022-01-26 06:12:01.846552
7ejyCwT1b7MIwHVCVO8HjX;r&b en espanol;2022-01-26 06:12:01.846552
7eluRIDzjaM9AT7wz0s3Vw;neo-proto;2022-01-26 06:12:07.596466
7eqGsiBIdrN4S564jL9NGz;argentine alternative rock;2022-01-26 06:12:25.203629
7exkSLWDTlXJYcmBhWp9cl;folklore argentino;2022-01-26 06:16:11.375957
7exkSLWDTlXJYcmBhWp9cl;folklore surero;2022-01-26 06:16:11.375957
7f4QZ3v32jtmstrh7VHfJL;argentine indie;2022-01-26 06:16:37.779129
7f4QZ3v32jtmstrh7VHfJL;latin funk;2022-01-26 06:16:37.779129
7f4QZ3v32jtmstrh7VHfJL;rap conciencia;2022-01-26 06:16:37.779129
7f8iUyxHBGzQ6UDYzCX3ud;manso indie;2022-01-26 06:16:48.938111
