artist_id;artist_name;bio;popularidad;followers;saved_albums;total_albums;spotify_url;image_640x640;image_320x320;image_60x60;last_updated
003A21oEyc5t39CvAfzxpF;hombre sin nombre;;0;27;2;2;https://open.spotify.com/artist/003A21oEyc5t39CvAfzxpF;https://i.scdn.co/image/ab67616d0000b273954046bb825a2a10d7b200e3;https://i.scdn.co/image/ab67616d00001e02954046bb825a2a10d7b200e3;https://i.scdn.co/image/ab67616d00004851954046bb825a2a10d7b200e3;2022-01-25 08:30:13.174833
00CoCNLLdB7cWFgA8NG5q9;cítrico;;25;4225;11;14;https://open.spotify.com/artist/00CoCNLLdB7cWFgA8NG5q9;https://i.scdn.co/image/ab6761610000e5eb45c8326ce0da116cf644aa80;https://i.scdn.co/image/ab6761610000517445c8326ce0da116cf644aa80;https://i.scdn.co/image/ab6761610000f17845c8326ce0da116cf644aa80;2022-01-25 08:30:24.368950
00DSeAeVgxhwUrJbjbJMoq;escuela de la calle;;0;142;1;3;https://open.spotify.com/artist/00DSeAeVgxhwUrJbjbJMoq;https://i.scdn.co/image/ab67616d0000b2736eca85b58b24210637859da8;https://i.scdn.co/image/ab67616d00001e026eca85b58b24210637859da8;https://i.scdn.co/image/ab67616d000048516eca85b58b24210637859da8;2022-01-25 09:13:51.007671
00LWclhZ87DH0R9AokuBY0;mimi lagarto;;10;329;9;19;https://open.spotify.com/artist/00LWclhZ87DH0R9AokuBY0;https://i.scdn.co/image/ab6761610000e5eb79a0f596cf9e6d647355ab75;https://i.scdn.co/image/ab6761610000517479a0f596cf9e6d647355ab75;https://i.scdn.co/image/ab6761610000f17879a0f596cf9e6d647355ab75;2022-01-25 09:14:01.098688
00WktmhLWhYgGRHC9wBX6N;machy madco;;0;50;9;10;https://open.spotify.com/artist/00WktmhLWhYgGRHC9wBX6N;https://i.scdn.co/image/ab67616d0000b2733e8bbd830a63ff43863946c0;https://i.scdn.co/image/ab67616d00001e023e8bbd830a63ff43863946c0;https://i.scdn.co/image/ab67616d000048513e8bbd830a63ff43863946c0;2022-01-25 09:14:25.345964
00XDxYUUePV5W4SYMOQRTV;cambailafón;;0;7;1;1;https://open.spotify.com/artist/00XDxYUUePV5W4SYMOQRTV;https://i.scdn.co/image/ab67616d0000b27341afc363b85bd369796b98ac;https://i.scdn.co/image/ab67616d00001e0241afc363b85bd369796b98ac;https://i.scdn.co/image/ab67616d0000485141afc363b85bd369796b98ac;2022-01-25 09:14:30.127533
00demsNI1p5KmzWGlrnrdh;pez;;34;28371;31;41;https://open.spotify.com/artist/00demsNI1p5KmzWGlrnrdh;https://i.scdn.co/image/ab6761610000e5eb3f37f471fb9bbffb66ac5442;https://i.scdn.co/image/ab676161000051743f37f471fb9bbffb66ac5442;https://i.scdn.co/image/ab6761610000f1783f37f471fb9bbffb66ac5442;2022-01-25 09:15:59.458360
00ii2VLLLhcMIc41jDRigo;oime;;0;52;3;3;https://open.spotify.com/artist/00ii2VLLLhcMIc41jDRigo;https://i.scdn.co/image/ab6761610000e5ebe3154a3b826dca26efc56b6b;https://i.scdn.co/image/ab67616100005174e3154a3b826dca26efc56b6b;https://i.scdn.co/image/ab6761610000f178e3154a3b826dca26efc56b6b;2022-01-25 09:16:09.227096
00iubcMZlMkO4lMUJSrHvr;elias lugon;;0;32;0;1;https://open.spotify.com/artist/00iubcMZlMkO4lMUJSrHvr;https://i.scdn.co/image/ab6761610000e5eb0e14c46d927cab58949c3d81;https://i.scdn.co/image/ab676161000051740e14c46d927cab58949c3d81;https://i.scdn.co/image/ab6761610000f1780e14c46d927cab58949c3d81;2022-01-25 09:16:14.071177
00mnSDav4IeRL2CoB8JzPG;monos de polvo;;0;5;1;1;https://open.spotify.com/artist/00mnSDav4IeRL2CoB8JzPG;https://i.scdn.co/image/ab67616d0000b2732d168c0b9fd78358cdbec4df;https://i.scdn.co/image/ab67616d00001e022d168c0b9fd78358cdbec4df;https://i.scdn.co/image/ab67616d000048512d168c0b9fd78358cdbec4df;2022-01-25 09:16:21.255740
00rBW4kYaUkPTrgzfNypyL;roben couso;;0;58;3;3;https://open.spotify.com/artist/00rBW4kYaUkPTrgzfNypyL;https://i.scdn.co/image/ab6761610000e5eb76c1c3d3f161d12a6364df90;https://i.scdn.co/image/ab6761610000517476c1c3d3f161d12a6364df90;https://i.scdn.co/image/ab6761610000f17876c1c3d3f161d12a6364df90;2022-01-25 09:16:29.239680
00s60ym6SjjbgRG3pMle4L;dj nelson;;10;321;4;8;https://open.spotify.com/artist/00s60ym6SjjbgRG3pMle4L;https://i.scdn.co/image/ab67616d0000b273bb04bd2fbe3114fb31926ff1;https://i.scdn.co/image/ab67616d00001e02bb04bd2fbe3114fb31926ff1;https://i.scdn.co/image/ab67616d00004851bb04bd2fbe3114fb31926ff1;2022-01-25 09:16:41.827473
00wM7TFZEePrWZx7cXfZTv;lea gómez;;0;10;1;1;https://open.spotify.com/artist/00wM7TFZEePrWZx7cXfZTv;https://i.scdn.co/image/ab6761610000e5eb45fa2f0549261c9e7f5418ed;https://i.scdn.co/image/ab6761610000517445fa2f0549261c9e7f5418ed;https://i.scdn.co/image/ab6761610000f17845fa2f0549261c9e7f5418ed;2022-01-25 09:16:48.773731
01At21UQAM4XGUBpWZEriA;sur banda;;1;113;2;2;https://open.spotify.com/artist/01At21UQAM4XGUBpWZEriA;https://i.scdn.co/image/ab6761610000e5eb971ef27f80d3fe74e9f021e0;https://i.scdn.co/image/ab67616100005174971ef27f80d3fe74e9f021e0;https://i.scdn.co/image/ab6761610000f178971ef27f80d3fe74e9f021e0;2022-01-25 09:16:56.513038
01VhEYwij98k30Zx6apLEI;topos;;9;257;2;2;https://open.spotify.com/artist/01VhEYwij98k30Zx6apLEI;https://i.scdn.co/image/ab67616d0000b273da00c43b7fc837f4ae1ac3c0;https://i.scdn.co/image/ab67616d00001e02da00c43b7fc837f4ae1ac3c0;https://i.scdn.co/image/ab67616d00004851da00c43b7fc837f4ae1ac3c0;2022-01-25 09:17:06.646532
01m2XZ7m7rAz6KY3scTdaV;neo pistea;;64;891447;32;114;https://open.spotify.com/artist/01m2XZ7m7rAz6KY3scTdaV;https://i.scdn.co/image/ab6761610000e5eb8c5dee7ae8ad5d42182997d6;https://i.scdn.co/image/ab676161000051748c5dee7ae8ad5d42182997d6;https://i.scdn.co/image/ab6761610000f1788c5dee7ae8ad5d42182997d6;2022-01-25 09:17:29.088512
01oUIqelrLi9NFC7Zrhea4;los 4 de salta;;24;3027;3;5;https://open.spotify.com/artist/01oUIqelrLi9NFC7Zrhea4;https://i.scdn.co/image/ab67616d0000b273588b73e3dbb8011185695856;https://i.scdn.co/image/ab67616d00001e02588b73e3dbb8011185695856;https://i.scdn.co/image/ab67616d00004851588b73e3dbb8011185695856;2022-01-25 09:17:41.673364
01wapI8D3mMQhUzvrBS8lb;dulce natural;;2;83;3;3;https://open.spotify.com/artist/01wapI8D3mMQhUzvrBS8lb;https://i.scdn.co/image/ab6761610000e5eb4cf893b435543bc5fc4019c6;https://i.scdn.co/image/ab676161000051744cf893b435543bc5fc4019c6;https://i.scdn.co/image/ab6761610000f1784cf893b435543bc5fc4019c6;2022-01-25 09:17:54.570738
01wwxIe4Qgb0a4PCfzBjsf;palo pandolfo;;35;12724;13;60;https://open.spotify.com/artist/01wwxIe4Qgb0a4PCfzBjsf;https://i.scdn.co/image/ab6761610000e5eb6ce2105304a0ff7b196a2702;https://i.scdn.co/image/ab676161000051746ce2105304a0ff7b196a2702;https://i.scdn.co/image/ab6761610000f1786ce2105304a0ff7b196a2702;2022-01-25 09:18:26.890810
01zNB3m5VtB1vpQllADiLY;maría fernanda aldana;;7;874;13;15;https://open.spotify.com/artist/01zNB3m5VtB1vpQllADiLY;https://i.scdn.co/image/ab6761610000e5eb628e445fa786b34c9cbccff7;https://i.scdn.co/image/ab67616100005174628e445fa786b34c9cbccff7;https://i.scdn.co/image/ab6761610000f178628e445fa786b34c9cbccff7;2022-01-25 09:18:58.560461
02CXQD4KFWaauQIcvLS18d;suffi;;0;64;1;1;https://open.spotify.com/artist/02CXQD4KFWaauQIcvLS18d;https://i.scdn.co/image/ab67616d0000b273fab5f024a0b4ae8fbfe3d79b;https://i.scdn.co/image/ab67616d00001e02fab5f024a0b4ae8fbfe3d79b;https://i.scdn.co/image/ab67616d00004851fab5f024a0b4ae8fbfe3d79b;2022-01-25 09:19:04.674178
02D4uO77XaVMcOI35mtimj;chelo lares;;0;14;1;1;https://open.spotify.com/artist/02D4uO77XaVMcOI35mtimj;https://i.scdn.co/image/ab67616d0000b273cbbcaa3b798dc880139f6011;https://i.scdn.co/image/ab67616d00001e02cbbcaa3b798dc880139f6011;https://i.scdn.co/image/ab67616d00004851cbbcaa3b798dc880139f6011;2022-01-25 09:19:08.518658
02Fy8xc637qLXQfU5672ON;tortu aka o.d.d.m;;17;1211;12;15;https://open.spotify.com/artist/02Fy8xc637qLXQfU5672ON;https://i.scdn.co/image/ab67616d0000b273ad7dcfd39d4d33935c35861d;https://i.scdn.co/image/ab67616d00001e02ad7dcfd39d4d33935c35861d;https://i.scdn.co/image/ab67616d00004851ad7dcfd39d4d33935c35861d;2022-01-25 09:19:32.115006
02IdbQSdn4GOZsOAlDXx41;ismael torres;;2;196;5;5;https://open.spotify.com/artist/02IdbQSdn4GOZsOAlDXx41;https://i.scdn.co/image/ab6761610000e5ebf10226675bfc32a2d7dc9ae4;https://i.scdn.co/image/ab67616100005174f10226675bfc32a2d7dc9ae4;https://i.scdn.co/image/ab6761610000f178f10226675bfc32a2d7dc9ae4;2022-01-25 09:19:45.619830
02Nbktg6lCJiazPM6YYTMz;miguel mateos;;56;488588;25;36;https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz;https://i.scdn.co/image/ab6761610000e5eb15748beb312d06b7d82d8492;https://i.scdn.co/image/ab6761610000517415748beb312d06b7d82d8492;https://i.scdn.co/image/ab6761610000f17815748beb312d06b7d82d8492;2022-01-25 09:21:17.253068
02WiMWJUw1eRS0d2tEJauw;juku ares;;16;465;7;7;https://open.spotify.com/artist/02WiMWJUw1eRS0d2tEJauw;https://i.scdn.co/image/ab6761610000e5ebe0ee09406682ff8039c2bf23;https://i.scdn.co/image/ab67616100005174e0ee09406682ff8039c2bf23;https://i.scdn.co/image/ab6761610000f178e0ee09406682ff8039c2bf23;2022-01-25 09:21:29.754902
02dD7UDKwwv1dHNVpKMxOm;la joven guarrior;;7;998;8;8;https://open.spotify.com/artist/02dD7UDKwwv1dHNVpKMxOm;https://i.scdn.co/image/ab67616d0000b273c1a61484ff02e1b523e4c431;https://i.scdn.co/image/ab67616d00001e02c1a61484ff02e1b523e4c431;https://i.scdn.co/image/ab67616d00004851c1a61484ff02e1b523e4c431;2022-01-25 09:21:48.211736
02lmbnTCUzsRQxXbDhNx68;subzero;;0;19;2;2;https://open.spotify.com/artist/02lmbnTCUzsRQxXbDhNx68;https://i.scdn.co/image/ab67616d0000b2738d712720cf6b22dda22dad5b;https://i.scdn.co/image/ab67616d00001e028d712720cf6b22dda22dad5b;https://i.scdn.co/image/ab67616d000048518d712720cf6b22dda22dad5b;2022-01-25 09:21:56.085813
030UwGR3BXKQwnu36qDA0O;la insurgencia del caracol;;2;174;11;12;https://open.spotify.com/artist/030UwGR3BXKQwnu36qDA0O;https://i.scdn.co/image/ab6761610000e5eba51a9b41ea064f42a4c83009;https://i.scdn.co/image/ab67616100005174a51a9b41ea064f42a4c83009;https://i.scdn.co/image/ab6761610000f178a51a9b41ea064f42a4c83009;2022-01-25 09:22:19.483898
034CCWMfVThmBT8b3xXarS;mamba suite;;7;280;7;7;https://open.spotify.com/artist/034CCWMfVThmBT8b3xXarS;https://i.scdn.co/image/ab6761610000e5eba7232d5d6147f87930a52835;https://i.scdn.co/image/ab67616100005174a7232d5d6147f87930a52835;https://i.scdn.co/image/ab6761610000f178a7232d5d6147f87930a52835;2022-01-25 09:22:28.739408
0365zk97c4aJc4YNCErVZc;ernan en vhs;;7;131;7;7;https://open.spotify.com/artist/0365zk97c4aJc4YNCErVZc;https://i.scdn.co/image/ab6761610000e5eb5714c1da4596c3d4ebe036c5;https://i.scdn.co/image/ab676161000051745714c1da4596c3d4ebe036c5;https://i.scdn.co/image/ab6761610000f1785714c1da4596c3d4ebe036c5;2022-01-25 09:22:37.839139
03COuk5mSMWgxx8z9NlyE2;metrópoli;;14;596;1;1;https://open.spotify.com/artist/03COuk5mSMWgxx8z9NlyE2;https://i.scdn.co/image/ab6761610000e5eb7f08d5d8ae02f130ce64a03e;https://i.scdn.co/image/ab676161000051747f08d5d8ae02f130ce64a03e;https://i.scdn.co/image/ab6761610000f1787f08d5d8ae02f130ce64a03e;2022-01-25 09:22:43.462100
03XfK4Zg9ratqfrRhOXZ5Z;medium;;0;24;3;3;https://open.spotify.com/artist/03XfK4Zg9ratqfrRhOXZ5Z;https://i.scdn.co/image/ab6761610000e5ebf39be2819740f09eecfe8045;https://i.scdn.co/image/ab67616100005174f39be2819740f09eecfe8045;https://i.scdn.co/image/ab6761610000f178f39be2819740f09eecfe8045;2022-01-25 09:22:50.764842
03a2mZJstuO5XoEyntGLb5;torneo de verano;;1;244;2;2;https://open.spotify.com/artist/03a2mZJstuO5XoEyntGLb5;https://i.scdn.co/image/ab6761610000e5eb0117bcc79f90ed43d67b4afd;https://i.scdn.co/image/ab676161000051740117bcc79f90ed43d67b4afd;https://i.scdn.co/image/ab6761610000f1780117bcc79f90ed43d67b4afd;2022-01-25 09:22:57.333164
03aE4RZjXdoqjP6FkB15Cw;dime miami;;0;29;2;2;https://open.spotify.com/artist/03aE4RZjXdoqjP6FkB15Cw;https://i.scdn.co/image/ab67616d0000b273f5a769e621df842167db0971;https://i.scdn.co/image/ab67616d00001e02f5a769e621df842167db0971;https://i.scdn.co/image/ab67616d00004851f5a769e621df842167db0971;2022-01-25 09:23:03.906903
03opeXA9lavlaoCEy0xyV0;sambara;;2;1115;4;4;https://open.spotify.com/artist/03opeXA9lavlaoCEy0xyV0;https://i.scdn.co/image/ab6761610000e5ebbda2983cc1773c0aa1feb8cf;https://i.scdn.co/image/ab67616100005174bda2983cc1773c0aa1feb8cf;https://i.scdn.co/image/ab6761610000f178bda2983cc1773c0aa1feb8cf;2022-01-25 09:23:13.458870
03poUxA2d4drTd4kNWGPiX;samurai;;0;22;5;5;https://open.spotify.com/artist/03poUxA2d4drTd4kNWGPiX;https://i.scdn.co/image/ab6761610000e5eb7777c529056bcaf52424ae18;https://i.scdn.co/image/ab676161000051747777c529056bcaf52424ae18;https://i.scdn.co/image/ab6761610000f1787777c529056bcaf52424ae18;2022-01-25 09:23:22.040912
03waKpa34HzQKcnsRKGLhG;the funkastic grooves;;0;83;3;3;https://open.spotify.com/artist/03waKpa34HzQKcnsRKGLhG;https://i.scdn.co/image/ab6761610000e5ebf2aae153c9a03a581d583758;https://i.scdn.co/image/ab67616100005174f2aae153c9a03a581d583758;https://i.scdn.co/image/ab6761610000f178f2aae153c9a03a581d583758;2022-01-25 09:23:27.648087
048Ps9xL1nU6dsliRDJi3y;rosario bléfari;;35;20398;12;26;https://open.spotify.com/artist/048Ps9xL1nU6dsliRDJi3y;https://i.scdn.co/image/ab6761610000e5eb091e8b4dde75b9d3185976f1;https://i.scdn.co/image/ab67616100005174091e8b4dde75b9d3185976f1;https://i.scdn.co/image/ab6761610000f178091e8b4dde75b9d3185976f1;2022-01-25 09:23:52.613834
048Ti2wAau4jtXO018mNd4;los leones;;17;1258;4;4;https://open.spotify.com/artist/048Ti2wAau4jtXO018mNd4;https://i.scdn.co/image/ab67616d0000b273dc70b1fbda9c247f35fc1e99;https://i.scdn.co/image/ab67616d00001e02dc70b1fbda9c247f35fc1e99;https://i.scdn.co/image/ab67616d00004851dc70b1fbda9c247f35fc1e99;2022-01-25 09:24:07.911243
04qttEjQ9rKMZSOz1jBLNo;mala vida;;0;140;4;6;https://open.spotify.com/artist/04qttEjQ9rKMZSOz1jBLNo;https://i.scdn.co/image/ab6761610000e5ebb496786412aff1983141cbf7;https://i.scdn.co/image/ab67616100005174b496786412aff1983141cbf7;https://i.scdn.co/image/ab6761610000f178b496786412aff1983141cbf7;2022-01-25 09:24:13.115210
04xZ3gfa3xYcbmsFZ0SYZS;inrabia;;0;149;0;0;https://open.spotify.com/artist/04xZ3gfa3xYcbmsFZ0SYZS;https://i.scdn.co/image/ab6761610000e5eb655a5dcc35d3a2d0dbba256c;https://i.scdn.co/image/ab67616100005174655a5dcc35d3a2d0dbba256c;https://i.scdn.co/image/ab6761610000f178655a5dcc35d3a2d0dbba256c;2022-01-25 09:24:15.954429
04zHqhsxLlamQ7uuGiL4IR;bristol;;1;189;4;8;https://open.spotify.com/artist/04zHqhsxLlamQ7uuGiL4IR;https://i.scdn.co/image/ab67616d0000b2737c4ec00594f9cc9506b25729;https://i.scdn.co/image/ab67616d00001e027c4ec00594f9cc9506b25729;https://i.scdn.co/image/ab67616d000048517c4ec00594f9cc9506b25729;2022-01-25 09:24:26.824657
054w1ABug0djMAgC4ZdKpL;mongo aurelio;;0;5;0;1;https://open.spotify.com/artist/054w1ABug0djMAgC4ZdKpL;;;;2022-01-25 09:24:30.543646
058J9PUxxznZCF54LRVQH5;hijo unico;;11;382;8;9;https://open.spotify.com/artist/058J9PUxxznZCF54LRVQH5;https://i.scdn.co/image/ab6761610000e5ebe95444dc17d693ee5b52bf23;https://i.scdn.co/image/ab67616100005174e95444dc17d693ee5b52bf23;https://i.scdn.co/image/ab6761610000f178e95444dc17d693ee5b52bf23;2022-01-25 09:24:40.356332
059ysTnWcrm4yFwTr0NDjc;catupecu machu;;57;434572;20;130;https://open.spotify.com/artist/059ysTnWcrm4yFwTr0NDjc;https://i.scdn.co/image/ab6761610000e5eb2f635121592f2c7054535df7;https://i.scdn.co/image/ab676161000051742f635121592f2c7054535df7;https://i.scdn.co/image/ab6761610000f1782f635121592f2c7054535df7;2022-01-25 09:25:34.600275
05B4wlRbXlk3r9AjXLZSo9;as de reinas;;0;84;3;3;https://open.spotify.com/artist/05B4wlRbXlk3r9AjXLZSo9;https://i.scdn.co/image/ab67616d0000b273861d9b23360b66aa10db022c;https://i.scdn.co/image/ab67616d00001e02861d9b23360b66aa10db022c;https://i.scdn.co/image/ab67616d00004851861d9b23360b66aa10db022c;2022-01-25 09:25:42.523666
05BsKVA8goTXE7WLxDYTyo;jordan;;17;1901;2;2;https://open.spotify.com/artist/05BsKVA8goTXE7WLxDYTyo;https://i.scdn.co/image/ab67616d0000b273ec80a534d8d3b5344fa89e70;https://i.scdn.co/image/ab67616d00001e02ec80a534d8d3b5344fa89e70;https://i.scdn.co/image/ab67616d00004851ec80a534d8d3b5344fa89e70;2022-01-25 09:25:50.855785
05Klvqj5exVURUN4MSUYUW;david bolzoni;;35;6627;17;25;https://open.spotify.com/artist/05Klvqj5exVURUN4MSUYUW;https://i.scdn.co/image/ab6761610000e5eb3b80dbc5f7c1da67681fc559;https://i.scdn.co/image/ab676161000051743b80dbc5f7c1da67681fc559;https://i.scdn.co/image/ab6761610000f1783b80dbc5f7c1da67681fc559;2022-01-25 09:26:24.645189
05NEGCiyDYaJtcPiagl46Y;mel muñiz;;42;8464;14;27;https://open.spotify.com/artist/05NEGCiyDYaJtcPiagl46Y;https://i.scdn.co/image/ab6761610000e5eb3aa1d3f56ede2bb83c1b8e54;https://i.scdn.co/image/ab676161000051743aa1d3f56ede2bb83c1b8e54;https://i.scdn.co/image/ab6761610000f1783aa1d3f56ede2bb83c1b8e54;2022-01-25 09:26:36.502966
05OJ2NpamyCTTStDnvwVZw;navíos;;0;9;4;4;https://open.spotify.com/artist/05OJ2NpamyCTTStDnvwVZw;https://i.scdn.co/image/ab67616d0000b2738fdfda714141daa348a523f9;https://i.scdn.co/image/ab67616d00001e028fdfda714141daa348a523f9;https://i.scdn.co/image/ab67616d000048518fdfda714141daa348a523f9;2022-01-25 09:26:45.888355
05YwHXWnqiHOhiE1bLBiWK;nico canedo;;0;287;2;2;https://open.spotify.com/artist/05YwHXWnqiHOhiE1bLBiWK;https://i.scdn.co/image/ab6761610000e5eb97a46cdc80b1a340ccaa06e5;https://i.scdn.co/image/ab6761610000517497a46cdc80b1a340ccaa06e5;https://i.scdn.co/image/ab6761610000f17897a46cdc80b1a340ccaa06e5;2022-01-25 09:26:53.994390
05ZAwD0EOxZwnzaiktvG0J;diana amarilla;;10;4534;2;10;https://open.spotify.com/artist/05ZAwD0EOxZwnzaiktvG0J;https://i.scdn.co/image/ab67616d0000b27328d79774a7f20393f8a131f3;https://i.scdn.co/image/ab67616d00001e0228d79774a7f20393f8a131f3;https://i.scdn.co/image/ab67616d0000485128d79774a7f20393f8a131f3;2022-01-25 09:27:00.294316
05bE6hlAPJgCRvtPAkha4r;colérico buda;;1;201;3;3;https://open.spotify.com/artist/05bE6hlAPJgCRvtPAkha4r;https://i.scdn.co/image/ab6761610000e5eb771e9e791f7890eb28404aed;https://i.scdn.co/image/ab67616100005174771e9e791f7890eb28404aed;https://i.scdn.co/image/ab6761610000f178771e9e791f7890eb28404aed;2022-01-25 09:27:10.940851
05hdhIy6EnLGbli8sM9SKw;bidegain y los psicópatas ambulantes;;1;139;12;12;https://open.spotify.com/artist/05hdhIy6EnLGbli8sM9SKw;https://i.scdn.co/image/ab67616d0000b273b1d5e00bb2ada417a2c135c2;https://i.scdn.co/image/ab67616d00001e02b1d5e00bb2ada417a2c135c2;https://i.scdn.co/image/ab67616d00004851b1d5e00bb2ada417a2c135c2;2022-01-25 09:27:26.632844
05l3Wq1l6NxWnDloYrSR14;mamasutra;;0;107;1;1;https://open.spotify.com/artist/05l3Wq1l6NxWnDloYrSR14;https://i.scdn.co/image/ab67616d0000b273db184443eb423eb1b0739e52;https://i.scdn.co/image/ab67616d00001e02db184443eb423eb1b0739e52;https://i.scdn.co/image/ab67616d00004851db184443eb423eb1b0739e52;2022-01-25 09:27:33.683611
05npDw40jcc72yhcU2IHHN;matias ceppi;;0;26;4;4;https://open.spotify.com/artist/05npDw40jcc72yhcU2IHHN;https://i.scdn.co/image/ab6761610000e5eb60ab86b6a22752eedd648e29;https://i.scdn.co/image/ab6761610000517460ab86b6a22752eedd648e29;https://i.scdn.co/image/ab6761610000f17860ab86b6a22752eedd648e29;2022-01-25 09:27:43.635958
05uOsFLijt0mUTxSD7OaLw;cuarteto zupay;;28;8255;10;19;https://open.spotify.com/artist/05uOsFLijt0mUTxSD7OaLw;https://i.scdn.co/image/ab67616d0000b273e7dcb1f6db2eb1138e5eebd8;https://i.scdn.co/image/ab67616d00001e02e7dcb1f6db2eb1138e5eebd8;https://i.scdn.co/image/ab67616d00004851e7dcb1f6db2eb1138e5eebd8;2022-01-25 09:28:18.013797
060SMoTXDiclO3St4dfHlz;cldscp;;1;80;5;5;https://open.spotify.com/artist/060SMoTXDiclO3St4dfHlz;https://i.scdn.co/image/ab6761610000e5eb37ed5b0374cf5ee40d41b646;https://i.scdn.co/image/ab6761610000517437ed5b0374cf5ee40d41b646;https://i.scdn.co/image/ab6761610000f17837ed5b0374cf5ee40d41b646;2022-01-25 09:28:28.652220
065VDVyHkcTixB42acGhH8;archi;;0;72;1;1;https://open.spotify.com/artist/065VDVyHkcTixB42acGhH8;https://i.scdn.co/image/ab6761610000e5eb61e9ef36941c2698e580250e;https://i.scdn.co/image/ab6761610000517461e9ef36941c2698e580250e;https://i.scdn.co/image/ab6761610000f17861e9ef36941c2698e580250e;2022-01-25 09:28:34.992782
06DO29typWCtcASe4WxsPz;las huacas;;1;727;1;1;https://open.spotify.com/artist/06DO29typWCtcASe4WxsPz;https://i.scdn.co/image/ab6761610000e5eba2c89b10177f5dc9681d2949;https://i.scdn.co/image/ab67616100005174a2c89b10177f5dc9681d2949;https://i.scdn.co/image/ab6761610000f178a2c89b10177f5dc9681d2949;2022-01-25 09:28:40.367885
06ISr1wnrUbALUQFq2cyQl;tabú;;0;3;1;1;https://open.spotify.com/artist/06ISr1wnrUbALUQFq2cyQl;https://i.scdn.co/image/ab67616d0000b27390b2d9771d7235fa3f527d25;https://i.scdn.co/image/ab67616d00001e0290b2d9771d7235fa3f527d25;https://i.scdn.co/image/ab67616d0000485190b2d9771d7235fa3f527d25;2022-01-25 09:28:44.888678
06QQ3RDBSwHo4hSt4EtcDv;pablo carabajal y sanavirones;;13;606;4;4;https://open.spotify.com/artist/06QQ3RDBSwHo4hSt4EtcDv;https://i.scdn.co/image/ab67616d0000b273677944898599087d6f70902c;https://i.scdn.co/image/ab67616d00001e02677944898599087d6f70902c;https://i.scdn.co/image/ab67616d00004851677944898599087d6f70902c;2022-01-25 09:29:00.213951
06XIqw5vu8FHgeRHvMly4V;superlasciva;;14;1176;15;15;https://open.spotify.com/artist/06XIqw5vu8FHgeRHvMly4V;https://i.scdn.co/image/ab6761610000e5eb378ab6c3b1d0f38b6fd56dc9;https://i.scdn.co/image/ab67616100005174378ab6c3b1d0f38b6fd56dc9;https://i.scdn.co/image/ab6761610000f178378ab6c3b1d0f38b6fd56dc9;2022-01-25 09:29:30.306352
06aNyu6LRacEalrWpQ4Iuw;el perfil;;21;1445;6;10;https://open.spotify.com/artist/06aNyu6LRacEalrWpQ4Iuw;https://i.scdn.co/image/ab6761610000e5eb9237ae6d43103007368b067a;https://i.scdn.co/image/ab676161000051749237ae6d43103007368b067a;https://i.scdn.co/image/ab6761610000f1789237ae6d43103007368b067a;2022-01-25 09:29:41.154740
06bOGvE3cROpYCBwolLWI8;padre;;1;60;13;24;https://open.spotify.com/artist/06bOGvE3cROpYCBwolLWI8;https://i.scdn.co/image/ab6761610000e5ebc011e4765e19dff18d6301a2;https://i.scdn.co/image/ab67616100005174c011e4765e19dff18d6301a2;https://i.scdn.co/image/ab6761610000f178c011e4765e19dff18d6301a2;2022-01-25 09:30:04.314035
06w9EGA5FR4qo602n5bQeW;antes del pacífico;;0;31;4;4;https://open.spotify.com/artist/06w9EGA5FR4qo602n5bQeW;https://i.scdn.co/image/ab6761610000e5ebd19fe53751aff30c87773bcc;https://i.scdn.co/image/ab67616100005174d19fe53751aff30c87773bcc;https://i.scdn.co/image/ab6761610000f178d19fe53751aff30c87773bcc;2022-01-25 09:30:13.116394
070BigOGVs8XZ4qkYcSL74;against;;17;3011;5;5;https://open.spotify.com/artist/070BigOGVs8XZ4qkYcSL74;https://i.scdn.co/image/ab6761610000e5ebfcaf59c0768fce7f8d484e4e;https://i.scdn.co/image/ab67616100005174fcaf59c0768fce7f8d484e4e;https://i.scdn.co/image/ab6761610000f178fcaf59c0768fce7f8d484e4e;2022-01-25 09:30:23.954548
071Ry6RyAy4TPid9S7Cj79;martin ameconi;;0;4;0;2;https://open.spotify.com/artist/071Ry6RyAy4TPid9S7Cj79;;;;2022-01-25 09:30:27.543758
07463vWDRssX5R2PoVOOlC;el shaman;;0;45;1;1;https://open.spotify.com/artist/07463vWDRssX5R2PoVOOlC;https://i.scdn.co/image/ab67616d0000b273e840ec5572d705ecf3a784dd;https://i.scdn.co/image/ab67616d00001e02e840ec5572d705ecf3a784dd;https://i.scdn.co/image/ab67616d00004851e840ec5572d705ecf3a784dd;2022-01-25 09:30:33.510535
07BuH9OmQodau9ksoKbzMa;polmilanga;;0;23;0;0;https://open.spotify.com/artist/07BuH9OmQodau9ksoKbzMa;https://i.scdn.co/image/ab6761610000e5eb0a023273f2c063eddeca14c5;https://i.scdn.co/image/ab676161000051740a023273f2c063eddeca14c5;https://i.scdn.co/image/ab6761610000f1780a023273f2c063eddeca14c5;2022-01-25 09:30:36.980821
