artist_id;key_count_C_minor;key_count_Db_minor;key_count_D_minor;key_count_Eb_minor;key_count_E_minor;key_count_F_minor;key_count_Gb_minor;key_count_G_minor;key_count_Ab_minor;key_count_A_minor;key_count_Bb_minor;key_count_B_minor;key_count_C_major;key_count_Db_major;key_count_D_major;key_count_Eb_major;key_count_E_major;key_count_F_major;key_count_Gb_major;key_count_G_major;key_count_Ab_major;key_count_A_major;key_count_Bb_major;key_count_B_major;loudness_count;loudness_mean;loudness_std;loudness_min;loudness_1Q;loudness_median;loudness_3Q;loudness_max;duration_count;duration_mean;duration_std;duration_min;duration_1Q;duration_median;duration_3Q;duration_max;tempo_count;tempo_mean;tempo_std;tempo_min;tempo_1Q;tempo_median;tempo_3Q;tempo_max;danceability_count;danceability_mean;danceability_std;danceability_min;danceability_1Q;danceability_median;danceability_3Q;danceability_max;energy_count;energy_mean;energy_std;energy_min;energy_1Q;energy_median;energy_3Q;energy_max;valence_count;valence_mean;valence_std;valence_min;valence_1Q;valence_median;valence_3Q;valence_max;speechiness_count;speechiness_mean;speechiness_std;speechiness_min;speechiness_1Q;speechiness_median;speechiness_3Q;speechiness_max;acousticness_count;acousticness_mean;acousticness_std;acousticness_min;acousticness_1Q;acousticness_median;acousticness_3Q;acousticness_max;instrumentalness_count;instrumentalness_mean;instrumentalness_std;instrumentalness_min;instrumentalness_1Q;instrumentalness_median;instrumentalness_3Q;instrumentalness_max;liveness_count;liveness_mean;liveness_std;liveness_min;liveness_1Q;liveness_median;liveness_3Q;liveness_max;last_updated
6RaYrEi06OKswVt855eso7;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;10.0;-8.764;2.09;-11.972;-9.974;-9.169;-6.891;-5.751;10.0;238793.6;42295.847;168180.0;208751.75;252052.5;270987.0;286142.0;10.0;109.588;20.461;78.968;100.144;111.838;119.969;145.042;10.0;0.422;0.084;0.271;0.376;0.443;0.464;0.536;10.0;0.727;0.192;0.303;0.627;0.795;0.846;0.916;10.0;0.274;0.181;0.086;0.131;0.24;0.4;0.553;10.0;0.053;0.022;0.03;0.032;0.056;0.065;0.099;10.0;0.119;0.234;0.001;0.007;0.041;0.074;0.77;10.0;0.12;0.296;0.0;0.0;0.003;0.085;0.953;10.0;0.168;0.081;0.047;0.103;0.2;0.218;0.299;2022-01-31 13:19:13.203491
6RjYyE1B65X1AM1jw5JBb1;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;8.0;5.0;2.0;4.0;2.0;0.0;1.0;0.0;5.0;1.0;2.0;1.0;1.0;39.0;-10.688;5.872;-23.51;-14.91;-8.659;-7.098;-3.8;39.0;228084.179;33231.756;142759.0;208652.5;221978.0;247495.0;298696.0;39.0;115.72;19.107;69.883;99.781;120.039;126.264;167.97;39.0;0.519;0.149;0.165;0.403;0.52;0.621;0.837;39.0;0.699;0.212;0.22;0.618;0.797;0.861;0.959;39.0;0.621;0.166;0.347;0.497;0.591;0.748;0.963;39.0;0.09;0.084;0.03;0.037;0.056;0.108;0.432;39.0;0.057;0.075;0.0;0.003;0.027;0.074;0.302;39.0;0.044;0.12;0.0;0.0;0.0;0.008;0.637;39.0;0.248;0.138;0.032;0.138;0.238;0.334;0.633;2022-01-31 13:19:13.708399
6RlNuHRDeVSq9y9VBzgkw7;5.0;1.0;1.0;0.0;6.0;3.0;6.0;6.0;0.0;18.0;0.0;9.0;14.0;2.0;11.0;3.0;5.0;4.0;0.0;17.0;4.0;19.0;7.0;3.0;144.0;-13.609;5.267;-32.37;-14.356;-12.634;-10.522;-6.522;144.0;223868.743;76072.089;65680.0;167799.5;211339.5;268646.5;378960.0;144.0;121.222;26.956;61.526;100.981;124.542;138.747;201.346;144.0;0.519;0.116;0.269;0.446;0.506;0.59;0.866;144.0;0.224;0.134;0.006;0.114;0.209;0.318;0.668;144.0;0.3;0.17;0.055;0.17;0.255;0.402;0.796;144.0;0.078;0.124;0.027;0.035;0.04;0.057;0.952;144.0;0.801;0.207;0.092;0.702;0.888;0.954;0.991;;;;;;;;;144.0;0.146;0.118;0.047;0.088;0.106;0.136;0.912;2022-01-31 13:19:14.316848
6Rm2gTLwDGCTWhIw878A4i;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;5.0;0.0;3.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;1.0;0.0;25.0;-6.348;1.829;-13.182;-7.064;-5.907;-5.337;-3.968;25.0;234851.8;36625.416;148840.0;209649.0;233346.0;249826.0;342893.0;25.0;124.593;23.104;84.489;119.958;124.993;130.011;180.1;25.0;0.604;0.097;0.354;0.571;0.586;0.685;0.772;25.0;0.778;0.141;0.241;0.712;0.802;0.869;0.955;25.0;0.618;0.181;0.138;0.545;0.644;0.762;0.966;25.0;0.036;0.01;0.026;0.029;0.032;0.039;0.066;25.0;0.179;0.271;0.0;0.014;0.035;0.156;0.968;25.0;0.002;0.006;0.0;0.0;0.0;0.001;0.03;25.0;0.213;0.159;0.056;0.108;0.144;0.26;0.688;2022-01-31 13:19:15.336926
6RokCoxONJFwZ3myq6unmI;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;13.0;-9.51;1.332;-13.281;-10.076;-9.397;-8.443;-8.031;13.0;229597.231;82007.818;109060.0;205833.0;233542.0;244120.0;460326.0;13.0;114.848;25.706;76.008;95.995;114.033;142.935;144.935;13.0;0.676;0.076;0.58;0.638;0.665;0.709;0.802;13.0;0.479;0.115;0.238;0.372;0.502;0.562;0.622;13.0;0.433;0.193;0.077;0.298;0.4;0.612;0.752;13.0;0.044;0.017;0.027;0.03;0.038;0.06;0.076;13.0;0.518;0.162;0.228;0.461;0.532;0.552;0.931;13.0;0.128;0.239;0.0;0.005;0.016;0.129;0.866;13.0;0.137;0.053;0.065;0.109;0.127;0.156;0.242;2022-01-31 13:19:15.950247
6RszvvtxwKr7SyzeeQ5htn;22.0;32.0;13.0;9.0;24.0;29.0;23.0;19.0;30.0;11.0;15.0;21.0;27.0;18.0;26.0;15.0;18.0;6.0;12.0;18.0;14.0;6.0;10.0;22.0;440.0;-7.66;2.136;-13.79;-9.027;-7.403;-6.259;-1.708;440.0;177398.334;45160.802;33293.0;158949.5;174262.5;192682.25;927800.0;440.0;119.347;24.338;59.876;103.873;113.098;131.182;205.783;440.0;0.659;0.093;0.275;0.607;0.673;0.728;0.862;440.0;0.585;0.119;0.195;0.513;0.586;0.662;0.942;440.0;0.847;0.145;0.173;0.814;0.894;0.94;0.98;440.0;0.038;0.016;0.026;0.031;0.034;0.04;0.256;440.0;0.407;0.18;0.032;0.278;0.41;0.535;0.854;440.0;0.004;0.036;0.0;0.0;0.0;0.0;0.61;440.0;0.183;0.137;0.016;0.088;0.136;0.258;0.898;2022-01-31 13:19:16.585056
6S4uA4EOM68fyWMRDuP44p;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;2.0;1.0;0.0;5.0;0.0;3.0;0.0;0.0;18.0;-5.522;2.672;-13.116;-6.647;-4.513;-4.035;-2.196;18.0;218138.0;52390.451;87640.0;187663.0;214199.5;258123.25;312400.0;18.0;126.376;29.063;69.214;105.003;123.516;151.452;179.907;18.0;0.517;0.116;0.252;0.475;0.51;0.606;0.7;18.0;0.819;0.084;0.603;0.772;0.836;0.867;0.947;18.0;0.588;0.195;0.101;0.464;0.591;0.727;0.901;18.0;0.064;0.108;0.026;0.031;0.038;0.048;0.494;18.0;0.016;0.029;0.0;0.002;0.004;0.008;0.11;18.0;0.018;0.073;0.0;0.0;0.0;0.0;0.31;18.0;0.219;0.156;0.039;0.093;0.163;0.368;0.531;2022-01-31 13:19:18.887954
6SEPu8YWn2UqGX7I8gL0jr;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;2.0;1.0;3.0;0.0;0.0;20.0;-6.072;2.713;-10.468;-8.007;-6.447;-3.654;-2.677;20.0;187255.25;68816.923;49717.0;154542.25;187637.5;208721.5;407381.0;20.0;125.548;23.906;97.013;111.557;117.977;131.248;174.997;20.0;0.603;0.094;0.483;0.544;0.585;0.642;0.824;20.0;0.757;0.169;0.47;0.656;0.741;0.933;0.975;20.0;0.603;0.26;0.174;0.438;0.567;0.847;0.977;20.0;0.046;0.047;0.024;0.029;0.037;0.042;0.243;20.0;0.083;0.122;0.0;0.01;0.032;0.086;0.486;20.0;0.34;0.343;0.0;0.017;0.254;0.656;0.91;20.0;0.179;0.114;0.074;0.089;0.137;0.229;0.498;2022-01-31 13:19:19.597476
6SVGcUwNBOZMwiZqpCwykX;3.0;7.0;0.0;2.0;2.0;2.0;2.0;3.0;0.0;7.0;2.0;1.0;2.0;4.0;3.0;5.0;1.0;3.0;6.0;0.0;3.0;2.0;0.0;2.0;62.0;-11.99;2.86;-18.722;-14.002;-12.04;-9.873;-6.124;62.0;233417.806;70931.704;88693.0;189022.5;215426.5;269983.0;473906.0;62.0;118.17;23.667;71.836;104.908;118.162;126.394;183.775;62.0;0.58;0.15;0.263;0.461;0.64;0.689;0.795;62.0;0.403;0.183;0.089;0.255;0.397;0.515;0.953;62.0;0.355;0.249;0.036;0.157;0.274;0.479;0.914;62.0;0.041;0.021;0.027;0.03;0.035;0.039;0.144;62.0;0.567;0.33;0.001;0.274;0.62;0.881;0.993;62.0;0.222;0.293;0.0;0.007;0.096;0.297;0.916;62.0;0.177;0.164;0.054;0.075;0.11;0.252;0.872;2022-01-31 13:19:20.240583
6Saxi5uCjuMzIGcqqvTumR;0.0;1.0;0.0;0.0;3.0;0.0;3.0;2.0;0.0;5.0;0.0;2.0;7.0;3.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;1.0;2.0;36.0;-9.181;2.908;-18.148;-10.117;-8.275;-7.124;-5.112;36.0;247109.083;78386.989;44070.0;217606.25;251245.5;301386.5;383560.0;36.0;106.327;24.217;37.024;95.018;102.547;117.134;178.871;36.0;0.679;0.113;0.419;0.625;0.709;0.744;0.83;36.0;0.586;0.191;0.184;0.516;0.62;0.718;0.854;36.0;0.54;0.227;0.131;0.372;0.55;0.73;0.949;36.0;0.132;0.169;0.03;0.049;0.069;0.107;0.841;36.0;0.497;0.248;0.085;0.318;0.484;0.65;0.966;36.0;0.128;0.251;0.0;0.0;0.0;0.052;0.839;36.0;0.156;0.106;0.035;0.089;0.116;0.188;0.42;2022-01-31 13:19:21.338792
6SgxxKwvGosbX2WvlVyCmm;3.0;1.0;6.0;0.0;5.0;3.0;3.0;9.0;0.0;11.0;2.0;8.0;5.0;2.0;9.0;0.0;8.0;12.0;1.0;8.0;3.0;8.0;4.0;1.0;112.0;-8.646;4.084;-17.072;-12.184;-7.842;-5.088;-3.166;112.0;162602.634;25897.363;111933.0;144327.25;161697.5;176192.75;265133.0;112.0;119.625;27.823;0.0;99.598;124.51;134.254;185.794;112.0;0.568;0.117;0.0;0.518;0.575;0.647;0.881;112.0;0.453;0.142;0.151;0.348;0.462;0.554;0.806;112.0;0.682;0.18;0.0;0.579;0.726;0.797;0.966;112.0;0.067;0.046;0.0;0.043;0.054;0.072;0.3;112.0;0.643;0.173;0.174;0.52;0.669;0.778;0.956;112.0;0.002;0.016;0.0;0.0;0.0;0.0;0.152;112.0;0.187;0.144;0.035;0.093;0.146;0.238;0.974;2022-01-31 13:19:22.165019
6T7P1dGrdFKk84GJzAOgiL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-01-31 13:19:22.946810
6TMuTIYCUtSj5FHj72Jmw9;0.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;5.0;0.0;1.0;1.0;1.0;4.0;0.0;3.0;0.0;0.0;25.0;-6.655;1.894;-12.514;-6.818;-6.363;-5.564;-4.487;25.0;224392.44;63870.268;56424.0;183379.0;215275.0;259474.0;335804.0;25.0;130.462;28.593;76.456;105.906;142.017;154.246;173.631;25.0;0.51;0.098;0.352;0.439;0.482;0.594;0.692;25.0;0.724;0.177;0.263;0.628;0.809;0.834;0.927;25.0;0.471;0.195;0.123;0.328;0.413;0.654;0.843;25.0;0.049;0.029;0.027;0.031;0.04;0.051;0.158;25.0;0.105;0.194;0.001;0.004;0.018;0.085;0.744;25.0;0.036;0.167;0.0;0.0;0.0;0.0;0.834;25.0;0.181;0.096;0.065;0.101;0.156;0.267;0.366;2022-01-31 13:19:23.290095
6U3iGJVs5IuXDrHO2xL5I3;0.0;2.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;5.0;1.0;3.0;1.0;1.0;2.0;4.0;3.0;3.0;0.0;2.0;1.0;38.0;-6.85;1.735;-11.06;-8.144;-6.43;-5.61;-3.989;38.0;228203.474;44488.994;146553.0;201986.25;227336.5;261461.25;358954.0;38.0;127.697;26.387;83.992;102.762;128.146;144.753;177.736;38.0;0.475;0.104;0.22;0.434;0.496;0.542;0.631;38.0;0.751;0.126;0.468;0.658;0.786;0.836;0.94;38.0;0.396;0.166;0.131;0.272;0.358;0.518;0.793;38.0;0.039;0.013;0.025;0.03;0.037;0.042;0.089;38.0;0.057;0.127;0.0;0.003;0.012;0.057;0.754;38.0;0.049;0.124;0.0;0.0;0.001;0.03;0.653;38.0;0.166;0.107;0.048;0.097;0.126;0.186;0.45;2022-01-31 13:19:23.862399
6U5QPaU2JpWfzInyd2g9zg;0.0;2.0;0.0;0.0;5.0;1.0;2.0;1.0;2.0;2.0;0.0;8.0;14.0;0.0;21.0;0.0;21.0;1.0;4.0;19.0;1.0;20.0;2.0;6.0;132.0;-5.867;2.209;-13.453;-7.421;-5.186;-4.471;-2.396;132.0;242893.038;69664.988;111399.0;206606.0;226745.0;265044.5;677560.0;132.0;133.847;23.982;77.998;121.622;134.076;146.513;202.15;132.0;0.491;0.12;0.209;0.413;0.506;0.577;0.744;132.0;0.812;0.131;0.431;0.743;0.849;0.91;0.983;132.0;0.539;0.195;0.074;0.385;0.531;0.676;0.963;132.0;0.052;0.029;0.025;0.036;0.044;0.056;0.199;132.0;0.061;0.11;0.0;0.003;0.015;0.064;0.634;132.0;0.01;0.081;0.0;0.0;0.0;0.0;0.92;132.0;0.41;0.328;0.06;0.128;0.286;0.73;0.991;2022-01-31 13:19:24.728668
6UAMLsapd2AyfEAEVFaxmc;0.0;2.0;2.0;0.0;7.0;3.0;3.0;0.0;0.0;9.0;0.0;2.0;21.0;0.0;21.0;0.0;12.0;12.0;2.0;25.0;1.0;25.0;2.0;9.0;158.0;-5.409;1.727;-14.843;-6.255;-5.148;-4.265;-2.699;158.0;250368.234;76945.142;51880.0;205647.75;234673.0;280387.0;575053.0;158.0;135.871;25.9;82.98;121.934;128.024;146.983;205.703;158.0;0.536;0.122;0.184;0.466;0.548;0.627;0.781;158.0;0.812;0.121;0.362;0.743;0.842;0.904;0.982;158.0;0.713;0.178;0.181;0.602;0.73;0.873;0.965;158.0;0.056;0.051;0.025;0.032;0.039;0.059;0.486;158.0;0.184;0.179;0.0;0.035;0.138;0.262;0.83;158.0;0.008;0.065;0.0;0.0;0.0;0.0;0.751;158.0;0.426;0.346;0.038;0.111;0.306;0.817;0.985;2022-01-31 13:19:26.162395
6UAsQKGD2OlmfY4cKpmo5A;3.0;0.0;5.0;0.0;13.0;8.0;6.0;8.0;2.0;8.0;1.0;13.0;12.0;1.0;8.0;1.0;3.0;5.0;0.0;11.0;3.0;3.0;3.0;3.0;120.0;-10.91;3.486;-31.261;-11.544;-10.49;-9.248;-5.39;120.0;213167.792;75056.8;51692.0;161666.0;214695.5;256464.25;632432.0;120.0;123.258;30.918;64.502;102.758;119.877;147.65;200.037;120.0;0.528;0.175;0.059;0.434;0.552;0.652;0.842;120.0;0.496;0.19;0.002;0.367;0.476;0.609;0.902;120.0;0.297;0.212;0.036;0.12;0.258;0.438;0.892;120.0;0.047;0.027;0.025;0.032;0.037;0.051;0.222;120.0;0.449;0.305;0.002;0.154;0.458;0.699;0.994;120.0;0.481;0.383;0.0;0.033;0.573;0.848;0.976;120.0;0.147;0.112;0.042;0.097;0.108;0.138;0.855;2022-01-31 13:19:27.224944
6UCFQFyB6PBkukym4Xfm2r;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;20.0;-12.448;3.806;-19.874;-15.65;-13.064;-8.209;-7.618;20.0;177781.85;90347.625;74862.0;136750.5;148514.0;208192.25;506592.0;20.0;119.791;24.184;60.07;109.815;120.047;135.561;172.021;20.0;0.494;0.166;0.23;0.397;0.514;0.573;0.826;20.0;0.538;0.239;0.203;0.331;0.48;0.797;0.903;20.0;0.516;0.188;0.064;0.412;0.482;0.654;0.849;20.0;0.044;0.012;0.028;0.036;0.046;0.051;0.07;20.0;0.272;0.277;0.0;0.006;0.186;0.444;0.854;20.0;0.263;0.32;0.0;0.002;0.038;0.509;0.837;20.0;0.197;0.099;0.062;0.106;0.18;0.289;0.353;2022-01-31 13:19:28.637131
6UD2moVHqlZalW8BCv5VRw;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;12.0;-8.283;2.42;-14.143;-9.542;-7.946;-7.004;-4.954;12.0;252118.5;64089.711;107920.0;220426.0;266333.0;297806.0;337720.0;12.0;117.601;27.153;77.548;106.991;115.268;116.03;174.058;12.0;0.6;0.103;0.406;0.544;0.624;0.687;0.707;12.0;0.498;0.129;0.267;0.462;0.506;0.548;0.718;12.0;0.553;0.209;0.282;0.345;0.549;0.719;0.873;12.0;0.031;0.005;0.024;0.029;0.031;0.032;0.045;12.0;0.102;0.177;0.0;0.003;0.018;0.073;0.496;12.0;0.026;0.063;0.0;0.0;0.0;0.006;0.213;12.0;0.191;0.14;0.087;0.105;0.126;0.232;0.576;2022-01-31 13:19:29.308085
6UEoyXyOtlyvUvqnE01IpL;1.0;4.0;2.0;0.0;2.0;2.0;4.0;3.0;0.0;11.0;0.0;0.0;9.0;0.0;7.0;0.0;18.0;7.0;1.0;17.0;4.0;3.0;0.0;2.0;97.0;-10.346;3.752;-28.399;-11.87;-9.869;-8.294;-4.26;97.0;215086.67;115092.504;22280.0;167573.0;198556.0;232060.0;888573.0;97.0;117.271;23.738;34.662;101.583;116.507;130.408;185.597;97.0;0.543;0.152;0.236;0.414;0.567;0.658;0.878;97.0;0.574;0.227;0.06;0.384;0.619;0.77;0.934;97.0;0.422;0.206;0.038;0.293;0.406;0.586;0.83;97.0;0.052;0.04;0.024;0.032;0.04;0.053;0.337;97.0;0.26;0.322;0.0;0.008;0.076;0.553;0.972;97.0;0.173;0.311;0.0;0.0;0.003;0.144;0.978;97.0;0.21;0.139;0.069;0.11;0.154;0.313;0.667;2022-01-31 13:19:29.807139
6UIzL0PfcpId7EMRZUwoPh;1.0;2.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;3.0;1.0;9.0;0.0;0.0;1.0;0.0;5.0;2.0;5.0;2.0;0.0;41.0;-10.293;1.949;-13.346;-12.071;-10.481;-8.935;-6.662;41.0;183169.341;99503.422;62677.0;129384.0;168107.0;190506.0;562792.0;41.0;120.663;22.847;75.309;113.069;115.1;126.589;219.944;41.0;0.582;0.11;0.38;0.506;0.573;0.67;0.797;41.0;0.378;0.13;0.181;0.267;0.338;0.466;0.615;41.0;0.351;0.189;0.084;0.19;0.299;0.494;0.765;41.0;0.04;0.016;0.026;0.031;0.034;0.04;0.098;41.0;0.597;0.25;0.05;0.414;0.696;0.786;0.945;41.0;0.049;0.166;0.0;0.0;0.0;0.005;0.758;41.0;0.152;0.141;0.077;0.092;0.106;0.145;0.736;2022-01-31 13:19:30.666085
6USXFyjzmakGVPQyqbWnxT;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;12.0;0.0;2.0;0.0;1.0;0.0;4.0;5.0;0.0;0.0;1.0;33.0;-3.872;1.606;-11.575;-4.001;-3.489;-3.1;-2.438;33.0;202109.03;50810.601;31661.0;179269.0;206994.0;230652.0;301627.0;33.0;134.893;34.57;74.982;110.03;129.975;148.836;200.046;33.0;0.418;0.134;0.19;0.313;0.445;0.513;0.701;33.0;0.944;0.07;0.642;0.931;0.966;0.988;0.996;33.0;0.283;0.129;0.054;0.221;0.29;0.34;0.643;33.0;0.137;0.06;0.047;0.096;0.13;0.168;0.32;33.0;0.023;0.069;0.0;0.0;0.0;0.001;0.32;33.0;0.079;0.215;0.0;0.0;0.0;0.006;0.804;33.0;0.364;0.205;0.071;0.209;0.323;0.412;0.983;2022-01-31 13:19:31.512325
6UYYp6Xo2NHP7AxNnR0rn4;0.0;2.0;1.0;0.0;6.0;5.0;1.0;4.0;0.0;1.0;1.0;7.0;8.0;0.0;23.0;3.0;3.0;7.0;0.0;13.0;3.0;22.0;0.0;1.0;111.0;-6.127;1.8;-12.739;-7.149;-5.934;-5.016;-2.698;111.0;183706.216;43919.67;102933.0;148737.5;182231.0;216319.5;312053.0;111.0;139.751;20.865;81.765;131.679;138.504;146.808;196.196;111.0;0.531;0.115;0.236;0.448;0.543;0.611;0.773;111.0;0.799;0.134;0.238;0.727;0.819;0.898;0.987;111.0;0.731;0.211;0.122;0.599;0.754;0.921;0.977;111.0;0.045;0.021;0.026;0.033;0.038;0.052;0.159;111.0;0.111;0.163;0.0;0.008;0.047;0.166;0.896;111.0;0.013;0.064;0.0;0.0;0.0;0.001;0.473;111.0;0.351;0.309;0.044;0.101;0.218;0.57;0.98;2022-01-31 13:19:32.078281
6UeIDlkYcSRGg4aLX1d4TN;0.0;0.0;1.0;1.0;0.0;2.0;1.0;3.0;2.0;2.0;2.0;9.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;2.0;2.0;0.0;34.0;-8.967;2.422;-16.228;-9.945;-8.856;-7.624;-4.651;34.0;221876.676;166588.51;29173.0;170394.0;199453.0;226642.25;1115127.0;34.0;127.645;40.813;78.009;96.562;113.057;157.242;207.493;34.0;0.634;0.131;0.309;0.562;0.651;0.719;0.878;34.0;0.444;0.18;0.025;0.322;0.45;0.532;0.801;34.0;0.551;0.222;0.034;0.364;0.578;0.743;0.888;34.0;0.096;0.164;0.03;0.04;0.047;0.078;0.937;34.0;0.555;0.23;0.066;0.412;0.526;0.762;0.901;34.0;0.002;0.005;0.0;0.0;0.0;0.0;0.025;34.0;0.189;0.201;0.06;0.091;0.108;0.15;0.938;2022-01-31 13:19:32.917693
6Uk3WWPYkREVlPUlyKm7oU;0.0;0.0;0.0;1.0;4.0;0.0;2.0;0.0;0.0;4.0;0.0;4.0;4.0;0.0;5.0;2.0;5.0;0.0;0.0;5.0;0.0;2.0;0.0;0.0;38.0;-7.49;3.066;-19.898;-7.798;-6.828;-6.006;-3.507;38.0;188380.868;56669.529;36826.0;167449.5;187326.0;231670.75;280419.0;38.0;128.172;17.421;63.709;120.199;130.26;136.732;168.494;38.0;0.513;0.135;0.086;0.446;0.544;0.593;0.703;38.0;0.698;0.191;0.128;0.611;0.744;0.833;0.941;38.0;0.446;0.2;0.04;0.329;0.422;0.557;0.88;38.0;0.037;0.012;0.024;0.028;0.034;0.044;0.07;38.0;0.229;0.282;0.0;0.012;0.092;0.364;0.952;38.0;0.142;0.283;0.0;0.0;0.002;0.082;0.939;38.0;0.222;0.14;0.056;0.126;0.17;0.298;0.696;2022-01-31 13:19:33.651640
6UnLx5eCZ7NdlV8IimhrAW;0.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;3.0;0.0;2.0;1.0;1.0;3.0;2.0;5.0;1.0;1.0;33.0;-10.36;3.291;-20.529;-10.983;-9.258;-8.731;-6.346;33.0;241452.515;122541.276;124275.0;175583.0;210639.0;262973.0;805139.0;33.0;108.22;23.927;73.958;87.968;106.009;116.006;169.37;33.0;0.594;0.179;0.119;0.524;0.619;0.713;0.889;33.0;0.428;0.203;0.008;0.319;0.467;0.55;0.964;33.0;0.396;0.272;0.031;0.125;0.395;0.577;0.921;33.0;0.039;0.031;0.024;0.027;0.032;0.036;0.196;33.0;0.411;0.351;0.002;0.042;0.444;0.657;0.967;33.0;0.207;0.269;0.0;0.005;0.05;0.313;0.911;33.0;0.168;0.12;0.066;0.109;0.128;0.176;0.682;2022-01-31 13:19:34.361639
6UscQT8sGNHovLwjsUcUlB;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;6.0;5.0;0.0;0.0;0.0;17.0;-9.969;1.339;-12.952;-10.114;-9.458;-8.992;-8.618;17.0;249312.882;26837.72;198811.0;222360.0;253944.0;268127.0;279516.0;17.0;139.566;11.33;122.985;129.105;142.727;148.082;157.757;17.0;0.437;0.11;0.279;0.385;0.423;0.448;0.696;17.0;0.74;0.155;0.323;0.694;0.739;0.859;0.923;17.0;0.532;0.19;0.193;0.529;0.575;0.665;0.724;17.0;0.045;0.019;0.029;0.03;0.042;0.051;0.096;17.0;0.06;0.206;0.0;0.002;0.008;0.017;0.857;17.0;0.021;0.053;0.0;0.0;0.0;0.004;0.207;17.0;0.258;0.107;0.112;0.188;0.263;0.352;0.447;2022-01-31 13:19:34.958363
6Uw0uxJRJec2kVpysJUvWF;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;11.0;-13.372;2.194;-18.232;-14.43;-13.292;-11.838;-10.358;11.0;187302.727;41770.665;123226.0;165433.0;181426.0;206846.5;257973.0;11.0;119.078;22.309;75.711;108.276;125.094;132.316;147.974;11.0;0.587;0.098;0.438;0.508;0.576;0.655;0.75;11.0;0.418;0.132;0.202;0.345;0.433;0.505;0.645;11.0;0.599;0.215;0.314;0.434;0.515;0.796;0.905;11.0;0.039;0.022;0.025;0.028;0.034;0.038;0.103;11.0;0.317;0.213;0.11;0.19;0.26;0.375;0.873;11.0;0.213;0.3;0.0;0.01;0.074;0.258;0.83;11.0;0.214;0.116;0.079;0.126;0.203;0.276;0.418;2022-01-31 13:19:35.581933
