artist_id;key_count_C_minor;key_count_Db_minor;key_count_D_minor;key_count_Eb_minor;key_count_E_minor;key_count_F_minor;key_count_Gb_minor;key_count_G_minor;key_count_Ab_minor;key_count_A_minor;key_count_Bb_minor;key_count_B_minor;key_count_C_major;key_count_Db_major;key_count_D_major;key_count_Eb_major;key_count_E_major;key_count_F_major;key_count_Gb_major;key_count_G_major;key_count_Ab_major;key_count_A_major;key_count_Bb_major;key_count_B_major;loudness_count;loudness_mean;loudness_std;loudness_min;loudness_1Q;loudness_median;loudness_3Q;loudness_max;duration_count;duration_mean;duration_std;duration_min;duration_1Q;duration_median;duration_3Q;duration_max;tempo_count;tempo_mean;tempo_std;tempo_min;tempo_1Q;tempo_median;tempo_3Q;tempo_max;danceability_count;danceability_mean;danceability_std;danceability_min;danceability_1Q;danceability_median;danceability_3Q;danceability_max;energy_count;energy_mean;energy_std;energy_min;energy_1Q;energy_median;energy_3Q;energy_max;valence_count;valence_mean;valence_std;valence_min;valence_1Q;valence_median;valence_3Q;valence_max;speechiness_count;speechiness_mean;speechiness_std;speechiness_min;speechiness_1Q;speechiness_median;speechiness_3Q;speechiness_max;acousticness_count;acousticness_mean;acousticness_std;acousticness_min;acousticness_1Q;acousticness_median;acousticness_3Q;acousticness_max;instrumentalness_count;instrumentalness_mean;instrumentalness_std;instrumentalness_min;instrumentalness_1Q;instrumentalness_median;instrumentalness_3Q;instrumentalness_max;liveness_count;liveness_mean;liveness_std;liveness_min;liveness_1Q;liveness_median;liveness_3Q;liveness_max;last_updated
2AMHnIt3wTUWrUpWgKoUBT;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;-7.533;2.378;-11.23;-8.734;-8.228;-5.154;-4.07;13.0;267916.0;60438.411;127160.0;232351.0;263909.0;326693.0;347272.0;13.0;120.473;16.197;97.063;100.11;124.992;131.933;140.93;13.0;0.553;0.046;0.489;0.508;0.564;0.575;0.618;13.0;0.772;0.178;0.486;0.657;0.827;0.949;0.973;13.0;0.356;0.047;0.265;0.362;0.363;0.394;0.415;13.0;0.057;0.027;0.03;0.036;0.055;0.064;0.134;13.0;0.007;0.008;0.0;0.0;0.005;0.009;0.024;13.0;0.117;0.157;0.0;0.002;0.071;0.147;0.451;13.0;0.262;0.188;0.08;0.121;0.163;0.505;0.543;2022-01-31 12:44:40.113286
2AOkUTKQFB72rrjDYPv20F;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;1.0;3.0;0.0;1.0;17.0;-14.054;5.462;-23.493;-18.288;-12.208;-9.82;-7.583;17.0;228470.118;30133.078;153979.0;216543.0;234489.0;247994.0;275057.0;17.0;109.68;25.623;74.823;90.002;109.983;122.057;171.956;17.0;0.538;0.163;0.199;0.469;0.541;0.625;0.804;17.0;0.293;0.145;0.039;0.193;0.31;0.4;0.523;17.0;0.459;0.314;0.112;0.248;0.32;0.721;0.963;17.0;0.051;0.026;0.034;0.037;0.039;0.05;0.141;17.0;0.805;0.212;0.242;0.774;0.858;0.94;0.994;17.0;0.004;0.012;0.0;0.0;0.0;0.001;0.049;17.0;0.163;0.095;0.04;0.102;0.142;0.212;0.354;2022-01-31 12:44:40.749432
2AXUn7d0woqwPADfWA6KHj;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;7.0;1.0;1.0;4.0;32.0;-9.389;2.707;-13.962;-11.191;-9.852;-7.319;-4.6;32.0;242085.031;79109.543;131527.0;196583.25;207769.0;252229.25;409849.0;32.0;120.971;22.52;86.341;110.514;120.048;120.987;174.9;32.0;0.491;0.145;0.174;0.408;0.545;0.571;0.689;32.0;0.611;0.176;0.227;0.551;0.603;0.715;0.904;32.0;0.23;0.119;0.051;0.144;0.24;0.282;0.502;32.0;0.036;0.009;0.024;0.031;0.033;0.037;0.062;32.0;0.151;0.237;0.0;0.003;0.018;0.171;0.853;32.0;0.081;0.118;0.0;0.0;0.013;0.129;0.321;32.0;0.221;0.126;0.074;0.124;0.148;0.342;0.461;2022-01-31 12:44:41.729973
2AYxl11a0O32F6YsufMhoE;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;10.0;-9.626;1.487;-11.41;-10.641;-9.66;-8.935;-6.449;10.0;194653.8;30031.49;150099.0;176404.5;186958.5;214606.75;245559.0;10.0;113.926;36.585;78.107;91.862;106.437;111.521;204.397;10.0;0.467;0.089;0.286;0.418;0.483;0.535;0.573;10.0;0.263;0.12;0.142;0.183;0.22;0.325;0.53;10.0;0.246;0.134;0.055;0.14;0.268;0.286;0.51;10.0;0.04;0.008;0.028;0.035;0.039;0.045;0.056;10.0;0.89;0.148;0.488;0.918;0.954;0.957;0.961;;;;;;;;;10.0;0.121;0.055;0.051;0.101;0.11;0.122;0.26;2022-01-31 12:44:42.611868
2AeTgl3amvhysYdGBVL10K;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;13.0;-5.505;1.057;-8.433;-5.795;-5.262;-4.996;-4.341;13.0;177900.231;32832.088;124800.0;146600.0;184666.0;203106.0;231760.0;13.0;123.599;34.133;71.026;99.928;112.031;145.833;175.096;13.0;0.623;0.101;0.362;0.595;0.603;0.691;0.766;13.0;0.838;0.133;0.584;0.73;0.867;0.948;0.975;13.0;0.756;0.192;0.479;0.542;0.849;0.912;0.945;13.0;0.064;0.057;0.024;0.038;0.043;0.049;0.234;13.0;0.29;0.196;0.043;0.107;0.283;0.482;0.584;13.0;0.008;0.025;0.0;0.0;0.0;0.001;0.091;13.0;0.295;0.242;0.041;0.144;0.205;0.341;0.83;2022-01-31 12:44:43.124589
2AtL7G1Q3o9KVYM3nRFYTq;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;-9.207;0.872;-10.642;-9.874;-8.986;-8.564;-8.087;8.0;290909.125;90397.978;206800.0;237752.75;265704.5;301012.75;480666.0;8.0;90.794;19.346;69.961;74.204;86.168;108.338;118.147;8.0;0.522;0.134;0.327;0.429;0.521;0.598;0.738;8.0;0.506;0.072;0.391;0.466;0.523;0.542;0.611;8.0;0.327;0.122;0.144;0.226;0.36;0.383;0.529;8.0;0.036;0.009;0.026;0.033;0.034;0.038;0.054;8.0;0.586;0.146;0.417;0.461;0.585;0.701;0.788;8.0;0.204;0.355;0.001;0.01;0.016;0.202;0.821;8.0;0.176;0.109;0.066;0.099;0.138;0.231;0.341;2022-01-31 12:44:43.649524
2B4BCqQ745oxQY7Je6oEFU;3.0;3.0;7.0;1.0;7.0;0.0;1.0;2.0;1.0;10.0;1.0;12.0;18.0;1.0;19.0;0.0;8.0;2.0;1.0;10.0;1.0;10.0;0.0;1.0;119.0;-10.684;5.067;-34.811;-11.684;-9.139;-7.49;-5.095;119.0;228679.21;72049.53;44240.0;186810.0;222066.0;262513.0;496647.0;119.0;120.526;31.738;69.41;97.1;115.979;136.387;209.978;119.0;0.525;0.15;0.159;0.42;0.556;0.636;0.835;119.0;0.457;0.22;0.001;0.322;0.449;0.59;0.919;119.0;0.525;0.251;0.04;0.34;0.545;0.719;0.975;119.0;0.041;0.025;0.024;0.029;0.034;0.043;0.248;119.0;0.576;0.318;0.001;0.28;0.631;0.859;0.996;119.0;0.131;0.275;0.0;0.0;0.0;0.039;0.94;119.0;0.249;0.253;0.04;0.097;0.125;0.322;0.975;2022-01-31 12:44:44.176904
2B8KhsQddQcf5L3qRmQyUe;0.0;3.0;1.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;20.0;-8.919;3.011;-15.215;-10.629;-8.51;-6.195;-5.392;20.0;213124.85;52934.878;131366.0;184097.25;202286.0;237723.25;345839.0;20.0;119.557;38.682;0.0;98.599;126.29;142.951;175.17;20.0;0.497;0.161;0.0;0.454;0.512;0.591;0.786;20.0;0.476;0.158;0.148;0.391;0.531;0.569;0.751;20.0;0.401;0.233;0.0;0.217;0.414;0.518;0.868;20.0;0.062;0.055;0.0;0.033;0.04;0.082;0.249;20.0;0.549;0.246;0.089;0.408;0.611;0.7;0.903;;;;;;;;;20.0;0.123;0.057;0.048;0.095;0.104;0.133;0.254;2022-01-31 12:44:45.371320
2BFIflGL7y12RO3ZU3HJ4k;0.0;1.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0;0.0;4.0;0.0;0.0;36.0;-7.193;1.663;-11.516;-8.101;-7.492;-6.32;-3.646;36.0;250807.056;55959.764;144483.0;202136.0;244535.5;279350.75;370869.0;36.0;120.621;30.643;77.466;95.892;110.036;147.246;185.847;36.0;0.484;0.124;0.267;0.384;0.498;0.577;0.843;36.0;0.679;0.158;0.248;0.563;0.697;0.782;0.92;36.0;0.449;0.18;0.08;0.329;0.451;0.564;0.767;36.0;0.039;0.015;0.025;0.03;0.034;0.041;0.088;36.0;0.276;0.316;0.0;0.005;0.106;0.598;0.927;36.0;0.017;0.095;0.0;0.0;0.0;0.001;0.574;36.0;0.142;0.083;0.046;0.093;0.119;0.156;0.488;2022-01-31 12:44:45.897235
2BGWWLERFuM0JCMQiqHbK1;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;10.0;-7.132;1.846;-10.359;-7.754;-6.972;-5.801;-4.808;10.0;178520.3;37339.797;114215.0;162281.0;183571.0;206844.5;225785.0;10.0;117.394;17.999;89.689;107.124;119.009;124.666;153.921;10.0;0.596;0.116;0.318;0.589;0.596;0.638;0.77;10.0;0.582;0.156;0.322;0.499;0.563;0.707;0.83;10.0;0.59;0.165;0.335;0.494;0.574;0.707;0.877;10.0;0.029;0.002;0.025;0.029;0.029;0.031;0.032;10.0;0.326;0.333;0.008;0.055;0.184;0.654;0.807;10.0;0.014;0.034;0.0;0.0;0.001;0.003;0.107;10.0;0.192;0.085;0.08;0.128;0.192;0.219;0.344;2022-01-31 12:44:46.580873
2BGnDjUoBoxXzkRdJR5xuL;0.0;2.0;0.0;0.0;2.0;1.0;4.0;0.0;3.0;5.0;1.0;3.0;3.0;1.0;2.0;1.0;7.0;3.0;2.0;3.0;1.0;6.0;1.0;2.0;53.0;-9.27;3.415;-13.704;-12.182;-10.727;-5.83;-3.392;53.0;237994.698;75766.373;134736.0;187743.0;202200.0;272536.0;441652.0;53.0;115.35;30.058;58.151;91.694;111.069;130.009;185.733;53.0;0.656;0.122;0.258;0.61;0.686;0.727;0.845;53.0;0.482;0.253;0.19;0.253;0.327;0.707;0.979;53.0;0.476;0.165;0.074;0.36;0.454;0.537;0.962;53.0;0.52;0.439;0.028;0.054;0.893;0.934;0.953;53.0;0.425;0.293;0.0;0.113;0.598;0.693;0.755;53.0;0.16;0.317;0.0;0.0;0.0;0.0;0.937;53.0;0.211;0.094;0.064;0.137;0.184;0.285;0.39;2022-01-31 12:44:47.078954
2BTS8Np1YzPQuXjgdlqsBB;0.0;1.0;0.0;1.0;2.0;3.0;1.0;7.0;0.0;2.0;4.0;5.0;2.0;3.0;2.0;0.0;0.0;3.0;2.0;2.0;2.0;1.0;2.0;5.0;50.0;-6.632;2.974;-17.307;-8.267;-5.822;-4.82;-1.969;50.0;200399.96;50895.41;26773.0;172993.75;208861.0;233833.0;285893.0;50.0;106.477;32.85;63.295;85.085;89.988;124.959;180.012;50.0;0.689;0.136;0.196;0.634;0.7;0.792;0.885;50.0;0.751;0.16;0.286;0.657;0.802;0.867;0.972;50.0;0.555;0.208;0.121;0.371;0.568;0.73;0.904;50.0;0.175;0.125;0.037;0.086;0.122;0.275;0.506;50.0;0.383;0.24;0.009;0.207;0.348;0.519;0.887;50.0;0.021;0.14;0.0;0.0;0.0;0.0;0.987;50.0;0.214;0.18;0.06;0.091;0.122;0.331;0.914;2022-01-31 12:44:47.891518
2BdzrejAWSeOMxNTdnbbq4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;-10.349;1.805;-14.16;-10.485;-9.523;-9.336;-9.116;7.0;220850.857;91568.598;131812.0;148543.5;205253.0;275069.0;361666.0;7.0;106.393;17.334;75.879;97.297;112.573;117.817;126.069;7.0;0.448;0.08;0.326;0.41;0.459;0.48;0.568;7.0;0.325;0.144;0.13;0.214;0.39;0.408;0.51;7.0;0.203;0.124;0.046;0.126;0.186;0.27;0.4;7.0;0.039;0.009;0.028;0.032;0.037;0.044;0.054;7.0;0.225;0.314;0.001;0.005;0.079;0.4;0.684;;;;;;;;;7.0;0.119;0.039;0.074;0.09;0.121;0.138;0.183;2022-01-31 12:44:48.937480
2BgoHEBH9pvTbrOc1K0Msa;1.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;2.0;1.0;4.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;26.0;-6.966;1.888;-12.535;-7.75;-6.502;-5.742;-4.713;26.0;208768.192;39867.515;148307.0;180702.25;204516.0;239451.0;280197.0;26.0;131.707;29.921;79.798;118.499;133.543;155.049;176.226;26.0;0.464;0.133;0.138;0.376;0.483;0.546;0.724;26.0;0.683;0.147;0.33;0.597;0.681;0.793;0.903;26.0;0.477;0.195;0.047;0.328;0.45;0.672;0.813;26.0;0.048;0.028;0.028;0.032;0.04;0.048;0.158;26.0;0.051;0.128;0.0;0.001;0.002;0.009;0.51;26.0;0.04;0.146;0.0;0.0;0.0;0.001;0.728;26.0;0.172;0.108;0.06;0.117;0.138;0.181;0.605;2022-01-31 12:44:49.471204
2BhPdnYVEFKzyHguK0w8Vh;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;3.0;1.0;0.0;17.0;-6.171;1.1;-8.256;-7.317;-5.987;-5.357;-4.668;17.0;232308.529;88220.718;148973.0;173133.0;198826.0;259106.0;444146.0;17.0;123.036;31.767;73.424;91.458;131.036;148.212;178.298;17.0;0.288;0.081;0.136;0.253;0.274;0.342;0.482;17.0;0.778;0.15;0.449;0.685;0.82;0.894;0.954;17.0;0.281;0.138;0.04;0.178;0.295;0.342;0.58;17.0;0.063;0.034;0.036;0.044;0.053;0.062;0.176;17.0;0.104;0.097;0.006;0.019;0.076;0.186;0.283;17.0;0.058;0.17;0.0;0.003;0.007;0.015;0.708;17.0;0.294;0.222;0.069;0.114;0.249;0.368;0.9;2022-01-31 12:44:50.075737
2CIsn0rs1FMtRHPsPYhnjm;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;18.0;-9.986;2.424;-14.477;-11.935;-9.84;-7.752;-6.759;18.0;199288.556;51924.283;57306.0;180941.0;211583.5;233727.0;277339.0;18.0;102.08;28.738;53.144;81.316;92.942;127.057;164.075;18.0;0.722;0.142;0.326;0.68;0.772;0.801;0.876;18.0;0.537;0.144;0.256;0.453;0.534;0.661;0.745;18.0;0.46;0.215;0.037;0.354;0.45;0.595;0.877;18.0;0.268;0.15;0.039;0.133;0.292;0.408;0.476;18.0;0.403;0.285;0.006;0.178;0.382;0.562;0.964;18.0;0.007;0.022;0.0;0.0;0.0;0.001;0.094;18.0;0.21;0.177;0.085;0.103;0.118;0.27;0.656;2022-01-31 12:44:50.611906
2CNKSl6n9YaYh6v9REPiAC;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;13.0;-5.667;1.104;-7.499;-6.056;-5.675;-5.014;-3.803;13.0;241609.308;38269.443;177005.0;208561.0;240883.0;276456.0;312076.0;13.0;133.228;38.187;101.955;109.998;115.059;143.066;204.161;13.0;0.587;0.151;0.316;0.496;0.597;0.653;0.808;13.0;0.716;0.125;0.434;0.653;0.776;0.82;0.833;13.0;0.623;0.166;0.248;0.587;0.643;0.714;0.9;13.0;0.038;0.012;0.028;0.031;0.034;0.038;0.067;13.0;0.136;0.19;0.001;0.033;0.04;0.162;0.668;13.0;0.001;0.004;0.0;0.0;0.0;0.0;0.013;13.0;0.126;0.082;0.054;0.092;0.103;0.115;0.367;2022-01-31 12:44:51.599765
2CPMGwGipPnfyNcbHb1cDl;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;6.0;1.0;0.0;4.0;1.0;6.0;1.0;1.0;36.0;-9.804;2.551;-17.87;-11.578;-9.744;-7.806;-5.374;36.0;210702.028;47276.306;96906.0;182526.25;208993.0;238559.5;335586.0;36.0;123.233;23.106;90.93;105.768;119.938;136.065;181.11;36.0;0.674;0.118;0.407;0.591;0.702;0.749;0.913;36.0;0.583;0.168;0.332;0.443;0.61;0.697;0.976;36.0;0.602;0.224;0.162;0.434;0.611;0.78;0.963;36.0;0.066;0.046;0.028;0.034;0.045;0.078;0.223;36.0;0.433;0.257;0.062;0.208;0.414;0.653;0.887;36.0;0.011;0.049;0.0;0.0;0.0;0.0;0.265;36.0;0.138;0.086;0.043;0.082;0.11;0.155;0.376;2022-01-31 12:44:52.156460
2CSUJwLpOys0dmxRUZiFgX;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;16.0;-6.758;1.495;-8.687;-8.036;-6.434;-5.908;-3.562;16.0;194263.188;25711.546;160117.0;176128.5;188804.5;203787.0;246395.0;16.0;120.183;30.879;80.001;100.041;110.044;120.021;200.217;16.0;0.636;0.141;0.345;0.568;0.63;0.728;0.842;16.0;0.69;0.133;0.391;0.648;0.696;0.802;0.851;16.0;0.46;0.263;0.091;0.275;0.484;0.61;0.961;16.0;0.067;0.063;0.028;0.034;0.038;0.062;0.244;16.0;0.312;0.294;0.004;0.065;0.192;0.535;0.93;16.0;0.181;0.25;0.0;0.015;0.039;0.331;0.892;16.0;0.139;0.082;0.053;0.083;0.097;0.195;0.331;2022-01-31 12:44:52.759510
2CbIfF6b7wRmmzwyzYB9uA;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;12.0;-11.252;1.261;-14.383;-11.834;-11.076;-10.48;-9.662;12.0;300242.25;42354.786;218155.0;282349.25;301082.0;338832.5;353833.0;12.0;114.204;23.323;76.602;105.844;111.179;119.669;161.484;12.0;0.59;0.14;0.344;0.542;0.607;0.647;0.824;12.0;0.469;0.135;0.338;0.39;0.434;0.479;0.79;12.0;0.3;0.116;0.113;0.236;0.298;0.344;0.557;12.0;0.036;0.008;0.026;0.03;0.035;0.038;0.051;12.0;0.757;0.142;0.503;0.67;0.788;0.87;0.917;12.0;0.13;0.245;0.0;0.001;0.024;0.076;0.785;12.0;0.125;0.037;0.079;0.096;0.115;0.148;0.204;2022-01-31 12:44:53.293237
2CbXXt34BULgvjj5ThYyDx;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;-12.997;3.566;-16.912;-14.529;-12.146;-11.04;-9.933;3.0;124150.333;67449.745;58077.0;89777.0;121477.0;157187.0;192897.0;3.0;89.197;8.846;79.169;85.848;92.528;94.21;95.893;3.0;0.408;0.153;0.293;0.322;0.35;0.465;0.581;3.0;0.508;0.101;0.427;0.451;0.475;0.548;0.621;3.0;0.205;0.191;0.076;0.095;0.115;0.27;0.425;3.0;0.137;0.114;0.03;0.077;0.124;0.19;0.257;3.0;0.264;0.137;0.115;0.205;0.295;0.339;0.383;3.0;0.513;0.456;0.037;0.296;0.554;0.75;0.947;3.0;0.271;0.153;0.175;0.182;0.19;0.319;0.448;2022-01-31 12:44:53.809882
2CbvSYXF7sMl6zLA3dhCpn;5.0;2.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;30.0;-14.26;6.74;-34.551;-15.712;-11.744;-10.115;-7.052;30.0;168066.2;57360.805;75208.0;123139.5;180581.0;206757.0;251574.0;30.0;122.262;30.225;65.727;101.252;119.948;134.798;180.152;30.0;0.61;0.186;0.08;0.564;0.644;0.724;0.888;30.0;0.408;0.245;0.003;0.197;0.448;0.585;0.762;30.0;0.438;0.297;0.033;0.194;0.403;0.674;0.966;30.0;0.061;0.059;0.028;0.035;0.042;0.051;0.323;30.0;0.335;0.372;0.002;0.025;0.144;0.68;0.995;30.0;0.449;0.414;0.0;0.012;0.511;0.863;0.971;30.0;0.15;0.117;0.038;0.087;0.108;0.153;0.628;2022-01-31 12:44:54.461293
2CvaWV0EbiXO4CeiB8Ezzq;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;-10.329;1.545;-12.042;-10.972;-9.902;-9.472;-9.042;3.0;230600.0;14949.247;214000.0;224400.0;234800.0;238900.0;243000.0;3.0;109.983;9.962;100.011;105.008;110.005;114.97;119.934;3.0;0.608;0.095;0.511;0.562;0.613;0.657;0.701;3.0;0.52;0.061;0.452;0.495;0.538;0.554;0.571;3.0;0.419;0.254;0.125;0.343;0.561;0.566;0.57;3.0;0.033;0.005;0.029;0.03;0.032;0.035;0.038;3.0;0.127;0.1;0.013;0.091;0.168;0.184;0.201;3.0;0.02;0.018;0.0;0.013;0.026;0.03;0.034;3.0;0.115;0.018;0.094;0.108;0.122;0.125;0.128;2022-01-31 12:44:55.054586
2Cx0VTtDaq9T0tG4CSr0bl;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;10.0;-5.927;0.478;-6.551;-6.226;-6.047;-5.754;-5.002;10.0;212866.4;19983.627;188383.0;198614.0;209886.5;227281.5;246867.0;10.0;127.083;26.435;75.014;107.538;133.987;147.072;160.091;10.0;0.588;0.059;0.458;0.588;0.599;0.612;0.678;10.0;0.67;0.067;0.571;0.623;0.666;0.694;0.794;10.0;0.619;0.119;0.439;0.558;0.62;0.709;0.773;10.0;0.033;0.006;0.025;0.029;0.034;0.035;0.046;10.0;0.134;0.126;0.025;0.051;0.101;0.156;0.439;10.0;0.001;0.001;0.0;0.0;0.0;0.001;0.005;10.0;0.119;0.041;0.074;0.089;0.104;0.143;0.185;2022-01-31 12:44:55.623470
2D3KUyQYirs3KjC7uC4yVe;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;11.0;0.0;3.0;5.0;0.0;3.0;0.0;0.0;2.0;0.0;4.0;1.0;2.0;1.0;0.0;39.0;-6.385;0.852;-8.786;-7.001;-6.15;-5.786;-5.321;39.0;205346.872;42486.605;77853.0;179091.0;203840.0;232540.0;304531.0;39.0;120.746;39.034;76.027;91.75;99.987;149.02;195.967;39.0;0.661;0.093;0.466;0.603;0.675;0.726;0.852;39.0;0.702;0.114;0.448;0.616;0.721;0.782;0.917;39.0;0.674;0.203;0.168;0.61;0.686;0.81;0.961;39.0;0.064;0.041;0.026;0.032;0.044;0.091;0.176;39.0;0.15;0.174;0.001;0.027;0.08;0.189;0.688;;;;;;;;;39.0;0.172;0.101;0.054;0.102;0.131;0.216;0.423;2022-01-31 12:44:56.176240
2D90cPbZf8v3o1mu2RaCOA;2.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;5.0;0.0;6.0;1.0;2.0;1.0;1.0;5.0;0.0;4.0;0.0;0.0;37.0;-8.273;2.64;-13.178;-10.186;-7.864;-6.596;-4.375;37.0;263633.973;102391.079;61680.0;218880.0;254360.0;310986.0;592400.0;37.0;122.709;26.258;73.994;100.207;124.996;139.901;179.698;37.0;0.394;0.138;0.071;0.308;0.394;0.496;0.636;37.0;0.696;0.203;0.183;0.555;0.739;0.854;0.968;37.0;0.402;0.174;0.059;0.266;0.398;0.497;0.763;37.0;0.062;0.104;0.026;0.036;0.041;0.054;0.668;37.0;0.163;0.275;0.0;0.0;0.003;0.207;0.82;37.0;0.164;0.277;0.0;0.0;0.001;0.309;0.865;37.0;0.189;0.104;0.043;0.11;0.158;0.261;0.439;2022-01-31 12:44:56.831070
2DGYfDVDFeduP56QEBK6KS;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;1.0;3.0;2.0;2.0;2.0;3.0;1.0;0.0;1.0;2.0;1.0;7.0;0.0;0.0;0.0;0.0;31.0;-12.467;5.17;-24.819;-14.779;-11.991;-10.164;-4.208;31.0;208232.355;85888.065;35786.0;151713.0;215533.0;268295.0;360000.0;31.0;119.13;33.423;66.049;93.767;119.868;153.414;195.399;31.0;0.466;0.131;0.198;0.382;0.43;0.545;0.735;31.0;0.482;0.286;0.083;0.23;0.456;0.68;0.956;31.0;0.461;0.246;0.095;0.251;0.441;0.671;0.9;31.0;0.113;0.186;0.026;0.032;0.042;0.073;0.753;31.0;0.371;0.31;0.012;0.095;0.281;0.666;0.911;31.0;0.006;0.013;0.0;0.0;0.0;0.004;0.052;31.0;0.165;0.075;0.055;0.115;0.139;0.217;0.332;2022-01-31 12:44:57.460508
2DHpolZASjvJ4Q3B0ukgfN;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;2.0;0.0;1.0;10.0;0.0;2.0;0.0;1.0;25.0;-10.699;2.692;-15.294;-12.608;-11.063;-8.259;-6.413;25.0;208788.32;47861.488;113606.0;181080.0;201064.0;240013.0;343005.0;25.0;121.04;27.314;66.179;100.496;115.97;144.382;162.159;25.0;0.569;0.099;0.421;0.482;0.541;0.661;0.736;25.0;0.342;0.108;0.146;0.245;0.345;0.398;0.572;25.0;0.443;0.152;0.251;0.361;0.422;0.502;0.865;25.0;0.055;0.033;0.029;0.036;0.045;0.056;0.17;25.0;0.774;0.145;0.383;0.713;0.812;0.864;0.959;;;;;;;;;25.0;0.125;0.053;0.081;0.105;0.11;0.122;0.359;2022-01-31 12:44:58.177860
